15.0,-8.0
13.663819505289586,-9.820288023160641
11.901085452049909,-12.442780672122376
11.101237896016412,-15.209946273938964
10.298058404775526,-18.487751666093303
10.476891185066828,-21.32854818239852
10.252062537069705,-23.25813244400269
10.287129889959031,-26.195552066681614
10.261306332574952,-28.136440780099207
10.390097547751454,-31.024582070320573
9.79895652337731,-32.59317729004478
8.905825868856674,-35.66191001219627
8.629429628735679,-37.43830340434099
9.023364085706564,-39.492716753535
10.15932621435773,-41.129219006281545
12.334677741980409,-43.291323323738574
12.648642080608731,-44.240758099839425
12.869481965386802,-47.684551601227646
12.69863600491695,-51.54915918396031
11.326341138256518,-54.746758623338486
10.09857412209059,-57.01561490254052
10.89177040220477,-59.30480959111708
11.566001013035047,-62.58844192272686
11.809203539949074,-63.558417453811344
10.160132394677856,-66.56220234244506
9.350958992984154,-67.1497722582776
6.471009900351462,-67.45349146999105
2.6414696708116208,-67.61139093289418
-1.1324371619657936,-67.53113378916588
-3.6869898969607737,-66.91288623066269
-4.569581663346055,-66.44274606655318
-7.009882130523504,-64.54789831655077
-8.610020636724332,-63.36996434948565
-11.621271619321153,-62.46433969970038
-13.457774523893109,-61.89836171502994
-14.96057533839558,-60.57927388033475
-17.812211421427858,-59.75146040249526
-19.69399544323802,-59.221764607195894
-22.27680569056838,-57.370057807276496
-22.986734461953024,-56.66578432377716
-24.440012475426332,-56.27444003265813
-24.620376346473627,-55.63407809248909
-25.0,-55.0
